subject,predicate,object,original_text
truck,strike,crate,Commercial truck struck a shipping crate
seuil,pour,threshold,IE - Le Trait - 13/09/2017 - Dépassement du seuil pour les MES sur le rejet d'eaux pluviales - Suspended material threshold exceeded on rain water release
technician,sustain,abrasion,Near Miss - Abrasion left-hand thumb - TFMC - Gremp Campus S07 - Work center 7420 - 09/01/2020 - W-Industry technician sustained an abrasion to his left thumb.
Pengerang,knock,beam,"PD - OUI JV Rapid - Pengerang, Johor - 9 July 2017  - The arm of a Gadang excavator knocked the structural steel beam"
IP,injure,fingers,FAC - Jangkrik - Neptune Energy Park (SOS) - 03/06/18 - IP injured his fingers whilst helping to guide an umbilical onto a V trolley
member,suffer,burn,MTI – Crew member suffered burn to shoulder during transfer of Soda sorb canister – 079352C001  - Repsol Bleo Holm – Deep Discoverer
Person,sustain,03/05/2019,FAC - Kintore Workshop - Person sustained cut - 03/05/2019
Accident,catch,fire,"Accident - 033316A001 - Skandi Vitoria - Amsterdam, Damen Shipyard - 26.02.2021 - Small fire onboard as a wooden box catches fire during yard welding operations"
side,bend,post,Damage-065806C001 - 02522 - DUSLO CPAVOK 4-Slovakia-05/09/2016-M Back side of crane’s cabin bended the near standing lamp post
truck,hit,platform,NM - APSB - G203 - 27/9/19 - Reach truck hit extrusion platform
Pengerang,suffer,contusion,"FA - OUI JV Rapid - Pengerang, Johor - 2 Aug 2017 - IP suffered contusion to thigh when tripped and contacted a rebar marker peg."
section,hit,Foreman,NON-Technip Owned - BNJ-LTI 09 - 2529 TAP Project - Greece/KP 526- 20/07/2018 - Bridge section hit Foreman.
Employee,suffer,injury,MTI- TU Inc.- 17.2.24- Employee suffered knee injury during work travel on Motorcycle
IP,suffer,ankle,Accident - FAC - 076303C001 - Ithaca Energy (UK) Limited - Deep Explorer - 21.09.2022 - IP suffered a sprained left ankle.
forklift,chip,curb,PD-TU Inc. (DRAPS)-17.08.03- Big Red forklift chipped curb by the Assembly Shop Yard
Menor,do,óleo,Incidente Ambiental Menor -Perda de potência no ROV XLX 93 e queda do nível de óleo.
elétrico,painel,submarinas,Damage to electrical connector on MCV-U panel during subsea operations approximately 350ml of PMX-200 Silicone fluid released to sea. / Danos ao conector elétrico do painel MCV-U durante operações submarinas. Aproximadamente 350ml de fluido de silicone PMX-200 liberados no mar.
Grinder,suffer,pain,First Aid 068 - MIDOR - Egypt - 1.17.2021 -  PTJ Grinder Suffered Middle Finger pain at Unit 60
operator,pinch,hand,NON-Technip Owned - BNJ-FAC 40 - 2529 TAP Project - Greece/KP 316- 22/10/2018 - Sideboom operator pinched his left hand
worker,drop,pad,MTC - Yamal LNG Project - Sabetta - 19.04.2017 - A worker dropped an outrigger pad on his foot
Yard-,get,scratch,NON TechnipFMC Owned related FAC - Coral Project- SHI Yard- 28-10-2020 IP just got a scratch by safety glasses which was struck by the scaffolding
Worker,get,injury,FAC 141 - Proj. 2450 - Mangalore - 13/08/2016 - Worker got minor burn injury on foot
Handle,drop,subsea,Dropped Object - 201325C001 - BP Clair - Deep Discoverer - 13/08/2021 - Handle on the milling rail dropped subsea during relocation of the milling tool
IP,bruise,Knee,FAT  - Deep Blue - 20 Jul 2018 - APC Constellation - IP bruises Knee while climbing a step.
IP,receive,puncture,"FA - OUI JV Rapid - Pengerang, Johor - 6 Feb 2017 - The IP has received a nail puncture wound to his right foot"
Hose,hitte,painter,FAC - 61402S Yamal LNG - Siemens (Batam) - 19/10/2016 - Hose hitted the painter left eye
Ruptura,do,mensageiro,Damage - Deep Blue - Mero 1 project - 077524C001 - 01 Aug 2022 - Parted messenger wire from 10Te winch / Ruptura do cabo mensageiro do guincho 10T
project,report,rash,Work Related Illness - Deep Arctic – 25th February 2023 - North IDKU project - 2001316C001- Diver reported rash under chin
Person,sustain,cut,FAT - Person sustained superficial cut to eyebrow
debris,release,subsea,Minor environmental debris - Deep Blue - 300180C Powernap Phase 3 – 16 Jan 2023 - small rubber packing for rigging protection on PLET released subsea
IP,sustain,tooth,Medical Treatment Injury - IP sustained broken tooth when setting up task
IP,sustain,tooth,Medical Treatment Injury - IP sustained broken tooth when setting up task
Superficial,face,banheiro,Acidente FAC -  Flexibras Açu - Corte Superficial na face por batida contra porta de acesso ao banheiro
Peça,conector,em,"Tombamento da Peça do Conector em Recuo de Montagem

Connector Part Tipping Over in Assembly Recess"
ROSTO,do,FALL,"ACIDENTE FAC - QUEDA DE FERRAMENTA COM IMPACTO NO ROSTO DO COLABORADOR
ACCIDENT FAC - TOOL FALL WITH IMPACT ON THE EMPLOYEE'S FACE"
cabeça,por,Amarração,Flexibras Açu - Acidente FAC: Lesão superficial na cabeça por resvalo de corrente de Amarração
tornozelo,do,esquerdo,Acidente FAC - Torção de tornozelo do pé esquerdo
APARTIR,do,METALICA,Flexibras Açu / Acidente FAC - QUEDA APARTIR DO SEGUNDO DEGRAU DE ESCADA METALICA
Forklift,hit,charger,Forklift hit forklift charger with pallet when performing a left reverse turn
mast,hit,gate,"Forklift mast hit gate in open position, WS hall 4"
Guest,drive,car,Guest on site drove car into stop block in parking area
thumb,strike,drill,IP punctured thumb when thumb struck broken drill bit
Employee,hit,area,Employee hit parking area stop block during maneuver. Stop block was moved a few meters. Damage to the employees personal car.
employee,reverse,car,An employee reversed car into another parked car in the parking area. Small damage to the private car. No property damage TechnipFMC owned. No personnel in area during the incident.
IP,squeeze,fingers,IP squeezed several fingers during guide sleeve installation of actuator
forklift,hit,door,Indoor forklift hit gate door during moving of pallet for pickup by outdoor forklift.
IP,bump,head,IP bumped head into overhead manifold when walking in a tight space area.
lift,hit,gate,Fork lift hit gate during movement
Forklift,hit,rack,Forklift hit rack during turning
Forklift,hit,door,Forklift hit bay door #4
one,send,water,one of the house keeping person is sending the effluent water in to the drain directly
employee,cut,injury,"An employee got cut injury on left hand finger , while opening a box with scissor in warehouse"
worker,sustain,tear,"During the removal of residual rubber following the extrusion process, a worker sustained a minor skin tear on the right palm. The worker was using a 20-inch screwdriver to dislodge the stuck rubber. Excessive force was applied during the removal process, resulting in the injury. Despite wearing gloves, the worker experienced friction between the personal protective equipment (PPE) and the palm, contributing to the skin tear.
	   Note: Fluorine Rubber (FKM) exhibits increased tackiness, making it challenging to remove from the    	   spider head."
worker,use,screwdriver,"During the removal of residual rubber following the extrusion process, a worker sustained a minor skin tear on the right palm. The worker was using a 20-inch screwdriver to dislodge the stuck rubber. Excessive force was applied during the removal process, resulting in the injury. Despite wearing gloves, the worker experienced friction between the personal protective equipment (PPE) and the palm, contributing to the skin tear.
	   Note: Fluorine Rubber (FKM) exhibits increased tackiness, making it challenging to remove from the    	   spider head."
worker,experience,friction,"During the removal of residual rubber following the extrusion process, a worker sustained a minor skin tear on the right palm. The worker was using a 20-inch screwdriver to dislodge the stuck rubber. Excessive force was applied during the removal process, resulting in the injury. Despite wearing gloves, the worker experienced friction between the personal protective equipment (PPE) and the palm, contributing to the skin tear.
	   Note: Fluorine Rubber (FKM) exhibits increased tackiness, making it challenging to remove from the    	   spider head."
Rubber,exhibit,tackiness,"During the removal of residual rubber following the extrusion process, a worker sustained a minor skin tear on the right palm. The worker was using a 20-inch screwdriver to dislodge the stuck rubber. Excessive force was applied during the removal process, resulting in the injury. Despite wearing gloves, the worker experienced friction between the personal protective equipment (PPE) and the palm, contributing to the skin tear.
	   Note: Fluorine Rubber (FKM) exhibits increased tackiness, making it challenging to remove from the    	   spider head."
Employee,get,fragment,B16 FA Employee got fragment on eye
Flatbed,hit,wall,FORKL Hall E Flatbed hit wall inside warehouse
Forklift,hit,gate,FORKL B6 Forklift hit gate
Forklift,hit,gate,FORKL Hall B: Forklift hit gate
Forklift,hit,gate,B16 FORKL Forklift hit gate
Forklift,hit,gate,B16 FORKL Forklift hit gate
Forklift,hit,gate,B16 FORKL Forklift hit gate
forklift,strike,sign,"649841 - incident, odessa super center, 9/4/2019, forklift struck exit sign"
Employee,lose,footing,707392 - HSE Incident - Accident - Injury - Total - Non Project specific - S07 Low Bay - 02/25/2021 - Employee attempting to loosen bolt lost footing and fell to the ground causing an injury to the elbow
Finger,leave,Hand,695090 - Smashed Middle Finger Left Hand
clamp,strike,platform,686459 - HSE Incident - Accident – Duva P1 Project – Offshore Norway – 01/08/2020 – Umbilical 2nd end head clamp struck swivel platform on the OVLS.
clamp,strike,platform,686459 - HSE Incident - Accident – Duva P1 Project – Offshore Norway – 01/08/2020 – Umbilical 2nd end head clamp struck swivel platform on the OVLS.
arm,bicep,injury,670111 - Right arm bicep injury
Technician,receive,Burn,"729091 - HSE Incident - First Aid Treatment - Houston Gremp Campus - S05 - High Bay - September 15, 2021 - Technician received First Degree Burn from Winch Controller Cord"
ratchet,strike,finger,"712987 - 2"" ratchet struck finger"
Lagos,catch,fire,588357 - Financial Impact - XXXX - Lagos (Nigeria) - 23/05/18 - Faulty Fly Catcher caught fire
611794,drop,tree,611794 - Dropped a ESP production tree
Pequeno,guindaste,Heila,716811 - Acidente no TOP CDA  - Pequeno vazamento do guindaste Heila
Finger,leave,Hand,695090 - Smashed Middle Finger Left Hand
panel,strike,elbow,712100 - LTI - Schilling Robotics (Shingle Springs)- 4/7/2021- Machine guarding panel struck technician's elbow
forklift,strike,bollard,688905 - Accident- Theodore Spoolbase- 12 Aug 2020- forklift struck bollard
dano,do,rejeito,717309 - Incidente com dano – Açu Spoolbase - Dano em bumpers dos roletes da área de rejeito
FAC,do,Storage,726934 - FAC – Açu Spoolbase - Queda de mesmo nível na área do Pipe Storage
employee,feel,discomfort,"719458 - HSE Incident - Accident - Houston Gremp Campus - S05 - Tree Storage - While removing rigging from hook, employee felt discomfort in the back"
involuntário,do,validação,Involuntary Movement of RVC Beta during validation test / Movimento involuntário do RVC Beta durante teste de validação
transpor,obstáculo,sprain,RWC - Entorse no tornozelo ao transpor obstáculo no mesmo nível_Ankle sprain When crossing an obstacle at the same level
Handler,place,hand,FAC-Material Handler placed hand into box of nails and cut into hand on discarded utility knife blade
Vehicle,run,road,Vehicle ran off road
Rigger,sustain,pain,First Aid Case - KAOMBO - FPSO South - 11.04.2019 - Rigger sustained a back pain
Employee,strike,finger,Recordable  - Odessa- 1/26/2020 - Employee  struck left index finger with hammer
panel,fall,forklift,Property Damage-BLADE-Beaumont ISBL Plot-Jun 11-2020 Temporary power panel fell off forklift (1' elevation) to ground - no injuries
One,get,slip,"One of Malaysia FST got slip, trip and fall due to body unbalance while installing SBMS SL on Unihead"
finger,make,contact,First Aid Case - Deep Explorer - 073111C001 - IP was moving inside the submersible decompression chamber (SDC) when his finger made contact with a sharp edge of an object within the bell
Non,own,Accident,Non-TFMC owned SIF Accident – RWC- Shell Rydberg – Harvey Challenger OSV - OSV Rigger was accidentally lifted off deck by the LCV's crane rigging
Rydberg,lift,deck,Non-TFMC owned SIF Accident – RWC- Shell Rydberg – Harvey Challenger OSV - OSV Rigger was accidentally lifted off deck by the LCV's crane rigging
Driver,clip,Plant,Truck Driver clipped Light Plant
Forklift,hit,pole,DA – Forklift hit the lighting pole
Employee,pinch,thumb,Non-Technip Owned First Aid - BP Juniper - Aransas Pass - Texas - 12/5/16 - Employee pinched their right thumb
Employee,injurie,finger,Employee injuried his finger when turning a pipe using turning key.
workers,strike,pipe,Property Damage-BLADE-Beaumont ISBL Plot-Jan 31-2020 ISC workers driving rebar struck underground HDPE pipe
Employee,sustain,abrasion,"First Aid - Calgary - May 2, 2018 - Employee sustained an abrasion to their hand while using scissors during work tasks."
P5,contact,frame,Zinia P5 contacted door frame entering Workshop Bay 6
Dutra,escoriações,esquerda,FAC -  Dutra Industrial Plants - MATRIZ - Leves escoriações na perna esquerda
estrela,do,failure,"FAC - TOP estrela do Mar -Main crane pump failure and overheating, principle of fire and consequence injury person burn._x000D_
Falhas nas bombas do guindaste principal com super aquecimento, principio de incêndio e consequentemente queimadura a pessoa."
aquecimento,do,pessoa,"FAC - TOP estrela do Mar -Main crane pump failure and overheating, principle of fire and consequence injury person burn._x000D_
Falhas nas bombas do guindaste principal com super aquecimento, principio de incêndio e consequentemente queimadura a pessoa."
LD3994,strike,DEER,MOTOR VEHICLE ACCIDENT - COMPANY VEHICLE LD3994 STRUCK A DEER
viga,do,galpão,Acidente com Dano na Flexibrás Vitória G-153 - virador com bobina saiu do trilho e encostou parte da bobina na viga do galpão.
Ambiental,do,Accident,"Acidente Ambiental (limited impact) - Offshore Assets (Sapura Esmeralda) - Vazamento de HW da válvula de alívio do SCM _x000D_
Environmental Accident (limited impact) - HW Leak of SCM relief valve"
Forklift,strike,gate,Forklift struck gate
Employee,drive,vehicle,"Motor Vehicle Incident - Bonnyville WH - September 27, 2018 - Employee driving a company vehicle within city limits in a parking lot had another vehicle back into them causing minor damage to the company vehicle near the rear end quarter panel."
FF-27/10/2021-,foulure,cheville,FAC/FF-27/10/2021- FTF- foulure de la cheville
Stewardess,sustain,cut,First Aid Case - 068356C001 - Hurricane Lancaster EPS - Normand Installer - 11.06.2018 - Stewardess sustained minor cut to her hand during cleaning
MTC,pinch,finger,MTC – MIDOR Refinery Expansion Project – Egypt – Alexandria – 07-10-2021- Scaffolder pinched his finger between scaffold plank & ledger
Fighting,cause,Injury,MTC 08 - Bapco Modernization Program - Bahrain - 29.12.2019 - Fighting Caused Injury Over Neck
block,make,contact,Damage incident - Minor damage to section of fencing after crane block made contact
LD3890,strike,PARTY,COMPANY VEHICLE LD3890 STRUCK OTHER PARTY
IP,trip,step,FAC - TU Ltd -  02.08.2018 - IP tripped down a step and twisted his ankle.
Employee,receive,aid,"First Aid - Red Deer FTS - February 7, 2018 - Employee received first aid after a steam hose burst while conducting work operations"
